id_venta,producto,cliente,sucursal,fecha,cantidad,precio
20009,Producto_53,Cliente_588,Sucursal_8,2023-03-13,2,6567
20010,Producto_54,Cliente_1640,Sucursal_11,2024-02-13,2,452
20011,Producto_76,Cliente_426,Sucursal_5,2024-04-06,2,946
20012,Producto_50,Cliente_1187,Sucursal_12,2024-07-26,3,991
20013,Producto_38,Cliente_911,Sucursal_1,2025-11-07,3,8004
20014,Producto_54,Cliente_1436,Sucursal_13,2023-07-06,3,1245
20015,Producto_40,Cliente_1054,Sucursal_1,2023-12-02,5,2915
20016,Producto_56,Cliente_1275,Sucursal_4,2024-12-13,2,4863
20017,Producto_96,Cliente_1588,Sucursal_2,2025-10-22,2,5014
20018,Producto_84,Cliente_1461,Sucursal_9,2024-09-29,3,941
20019,Producto_16,Cliente_1529,Sucursal_5,2025-01-29,5,919
20020,Producto_5,Cliente_1580,Sucursal_12,2025-10-09,4,1205
20021,Producto_5,Cliente_302,Sucursal_8,2025-02-21,2,390
20022,Producto_12,Cliente_281,Sucursal_9,2023-01-27,2,10482
20023,Producto_78,Cliente_379,Sucursal_13,2025-03-22,1,3387
20024,Producto_24,Cliente_540,Sucursal_1,2025-05-27,3,2234
20025,Producto_91,Cliente_204,Sucursal_12,2025-11-20,3,655
20026,Producto_96,Cliente_204,Sucursal_15,2024-08-30,1,7062
20027,Producto_17,Cliente_1285,Sucursal_1,2024-10-17,3,4015
20028,Producto_11,Cliente_1398,Sucursal_12,2025-01-04,5,421
20029,Producto_15,Cliente_687,Sucursal_2,2024-12-28,2,1631
20030,Producto_85,Cliente_1473,Sucursal_1,2024-09-28,4,537
20031,Producto_60,Cliente_1620,Sucursal_15,2024-05-22,3,4534
20032,Producto_88,Cliente_1324,Sucursal_14,2025-11-04,5,9599
20033,Producto_80,Cliente_411,Sucursal_8,2024-09-02,2,11542
20034,Producto_18,Cliente_647,Sucursal_2,2025-12-26,2,2696
20035,Producto_66,Cliente_1216,Sucursal_12,2023-11-03,1,4175
20036,Producto_21,Cliente_309,Sucursal_2,2024-06-23,2,710
20037,Producto_94,Cliente_419,Sucursal_12,2024-05-17,4,2581
20038,Producto_64,Cliente_1106,Sucursal_15,2024-02-16,4,13634
20039,Producto_95,Cliente_1998,Sucursal_2,2023-01-20,2,9090
20040,Producto_5,Cliente_1402,Sucursal_5,2024-01-26,3,1129
20041,Producto_6,Cliente_175,Sucursal_2,2024-09-03,5,8290
20042,Producto_14,Cliente_1075,Sucursal_13,2024-05-10,4,11915
20043,Producto_94,Cliente_101,Sucursal_15,2025-10-06,2,5917
20044,Producto_25,Cliente_15,Sucursal_3,2024-04-01,4,19681
20045,Producto_23,Cliente_1600,Sucursal_14,2024-02-28,1,348
20046,Producto_56,Cliente_792,Sucursal_6,2025-08-16,3,4154
20047,Producto_80,Cliente_1793,Sucursal_9,2025-06-19,3,13599
20048,Producto_68,Cliente_756,Sucursal_5,2024-03-02,1,560
20049,Producto_93,Cliente_1806,Sucursal_3,2024-06-28,3,3447
20050,Producto_36,Cliente_341,Sucursal_1,2024-01-10,2,2002
20051,Producto_79,Cliente_1831,Sucursal_14,2023-06-02,5,10762
20052,Producto_37,Cliente_1717,Sucursal_9,2025-11-14,2,487
20053,Producto_30,Cliente_801,Sucursal_10,2024-12-25,1,9588
20054,Producto_35,Cliente_547,Sucursal_15,2024-08-11,1,2222
20055,Producto_69,Cliente_1551,Sucursal_15,2023-10-20,4,9602
20056,Producto_84,Cliente_1807,Sucursal_3,2025-08-27,1,1578
20057,Producto_34,Cliente_1692,Sucursal_14,2023-03-08,1,1185
20058,Producto_45,Cliente_1185,Sucursal_9,2023-08-13,1,1816
20059,Producto_95,Cliente_776,Sucursal_8,2023-06-11,5,5478
20060,Producto_42,Cliente_433,Sucursal_11,2024-04-01,1,2947
20061,Producto_20,Cliente_1127,Sucursal_13,2024-07-06,2,1458
20062,Producto_5,Cliente_489,Sucursal_9,2023-04-05,5,827
20063,Producto_47,Cliente_157,Sucursal_1,2024-02-01,5,425
20064,Producto_56,Cliente_1966,Sucursal_12,2023-04-20,5,868
20065,Producto_31,Cliente_661,Sucursal_12,2024-01-23,2,2912
20066,Producto_35,Cliente_2000,Sucursal_3,2025-06-09,4,1628
20067,Producto_43,Cliente_339,Sucursal_15,2025-12-18,5,12930
20068,Producto_47,Cliente_1435,Sucursal_3,2023-06-06,4,1426
20069,Producto_63,Cliente_848,Sucursal_15,2025-01-14,3,1281
20070,Producto_46,Cliente_1001,Sucursal_6,2024-10-19,4,7196
20071,Producto_57,Cliente_272,Sucursal_6,2023-10-15,5,385
20072,Producto_24,Cliente_1962,Sucursal_12,2023-05-11,1,950
20073,Producto_99,Cliente_1805,Sucursal_4,2025-05-05,3,447
20074,Producto_1,Cliente_891,Sucursal_11,2024-01-30,3,14384
20075,Producto_1,Cliente_1687,Sucursal_12,2025-05-23,4,5018
20076,Producto_50,Cliente_597,Sucursal_1,2023-07-08,2,921
20077,Producto_39,Cliente_1911,Sucursal_12,2025-12-24,4,1353
20078,Producto_92,Cliente_1933,Sucursal_1,2025-05-15,1,7238
20079,Producto_6,Cliente_1808,Sucursal_12,2024-10-17,4,13535
20080,Producto_35,Cliente_799,Sucursal_8,2025-10-27,1,2750
20081,Producto_39,Cliente_1584,Sucursal_9,2023-12-31,5,419
20082,Producto_28,Cliente_956,Sucursal_8,2025-04-12,4,6109
20083,Producto_2,Cliente_446,Sucursal_1,2025-09-30,1,1467
20084,Producto_75,Cliente_1236,Sucursal_8,2024-09-08,1,403
20085,Producto_69,Cliente_144,Sucursal_13,2024-01-23,5,3837
20086,Producto_9,Cliente_1985,Sucursal_8,2025-11-04,2,988
20087,Producto_99,Cliente_583,Sucursal_3,2023-05-28,3,307
20088,Producto_11,Cliente_592,Sucursal_3,2024-03-27,3,393
20089,Producto_96,Cliente_1553,Sucursal_1,2023-06-19,2,2819
20090,Producto_56,Cliente_1804,Sucursal_10,2023-06-15,1,1707
20091,Producto_19,Cliente_256,Sucursal_6,2023-08-07,2,1034
20092,Producto_38,Cliente_1045,Sucursal_11,2023-08-01,4,14788
20093,Producto_45,Cliente_749,Sucursal_10,2023-03-27,1,1489
20094,Producto_68,Cliente_1438,Sucursal_4,2025-04-20,5,591
20095,Producto_10,Cliente_632,Sucursal_6,2024-11-28,3,588
20096,Producto_25,Cliente_1898,Sucursal_7,2024-10-15,3,16726
20097,Producto_28,Cliente_1383,Sucursal_8,2024-10-21,3,6651
20098,Producto_99,Cliente_1473,Sucursal_2,2023-12-29,3,837
20099,Producto_16,Cliente_1306,Sucursal_13,2024-11-12,1,580
20100,Producto_92,Cliente_1097,Sucursal_3,2025-07-30,3,6566
20101,Producto_11,Cliente_189,Sucursal_9,2025-06-16,4,1227
20102,Producto_59,Cliente_1860,Sucursal_14,2025-02-03,4,13906
20103,Producto_5,Cliente_459,Sucursal_11,2023-05-27,1,1200
20104,Producto_66,Cliente_1141,Sucursal_5,2025-09-08,2,4751
20105,Producto_83,Cliente_472,Sucursal_7,2024-11-20,1,4905
20106,Producto_22,Cliente_1952,Sucursal_1,2023-09-23,1,3957
20107,Producto_63,Cliente_1901,Sucursal_2,2023-07-23,1,7553
20108,Producto_78,Cliente_387,Sucursal_2,2025-03-10,3,1058
20109,Producto_51,Cliente_167,Sucursal_13,2023-07-09,3,997
20110,Producto_27,Cliente_431,Sucursal_13,2025-11-20,5,4041
20111,Producto_71,Cliente_1288,Sucursal_10,2024-09-12,5,4366
20112,Producto_18,Cliente_1282,Sucursal_4,2025-08-09,4,2329
20113,Producto_82,Cliente_1269,Sucursal_7,2024-10-23,2,502
20114,Producto_52,Cliente_218,Sucursal_5,2023-04-28,5,7806
20115,Producto_28,Cliente_1472,Sucursal_7,2023-06-02,4,6522
20116,Producto_93,Cliente_242,Sucursal_13,2025-08-04,3,4852
20117,Producto_66,Cliente_1488,Sucursal_10,2024-04-16,4,3828
20118,Producto_36,Cliente_33,Sucursal_1,2025-04-22,2,2333
20119,Producto_67,Cliente_1918,Sucursal_1,2024-12-04,5,12345
20120,Producto_43,Cliente_670,Sucursal_13,2023-08-19,4,9143
20121,Producto_36,Cliente_1870,Sucursal_9,2023-04-15,3,1856
20122,Producto_71,Cliente_1463,Sucursal_6,2025-04-02,4,3177
20123,Producto_64,Cliente_1536,Sucursal_10,2025-05-11,5,9036
20124,Producto_1,Cliente_1565,Sucursal_14,2023-06-10,1,10279
20125,Producto_79,Cliente_1056,Sucursal_5,2023-11-04,2,8459
20126,Producto_99,Cliente_427,Sucursal_8,2025-02-19,4,2627
20127,Producto_69,,Sucursal_10,2023-08-11,2,7695
20128,Producto_68,Cliente_1553,Sucursal_2,2024-04-25,5,647
20129,Producto_33,Cliente_1916,Sucursal_6,2024-03-17,4,6294
20130,Producto_30,Cliente_1667,Sucursal_2,2025-03-09,2,17246
20131,Producto_60,Cliente_1884,Sucursal_3,2025-12-03,4,7423
20132,Producto_50,Cliente_591,Sucursal_3,2024-04-09,2,1352
20133,Producto_87,Cliente_420,Sucursal_8,2023-04-18,4,6402
20134,Producto_15,Cliente_1121,Sucursal_11,2024-01-14,3,1257
20135,Producto_41,Cliente_647,Sucursal_5,2023-12-25,4,861
20136,Producto_93,Cliente_1783,Sucursal_8,2025-11-06,3,3914
20137,Producto_8,Cliente_1965,Sucursal_10,2025-01-23,4,1274
20138,Producto_22,Cliente_493,Sucursal_10,2024-01-29,2,1729
20139,Producto_3,Cliente_104,Sucursal_5,2024-12-05,4,19831
20140,Producto_86,,Sucursal_8,2025-01-01,5,8755
20141,Producto_6,Cliente_406,Sucursal_11,2025-07-22,1,10353
20142,Producto_38,Cliente_1393,Sucursal_3,2025-09-24,4,10172
20143,Producto_89,Cliente_1052,Sucursal_15,2024-05-21,4,6748
20144,Producto_72,Cliente_335,Sucursal_5,2024-07-11,4,1788
20145,Producto_53,Cliente_124,Sucursal_2,2024-08-25,3,4142
20146,Producto_7,Cliente_453,Sucursal_8,2023-04-16,5,138
20147,Producto_99,Cliente_1306,Sucursal_9,2024-12-22,3,925
20148,Producto_32,Cliente_1999,Sucursal_8,2023-01-25,4,4879
20149,Producto_97,Cliente_897,Sucursal_4,2025-09-05,3,18168
20150,Producto_51,Cliente_152,Sucursal_15,2025-10-21,5,1842
20151,Producto_67,Cliente_1828,Sucursal_10,2025-03-29,1,19333
20152,Producto_28,Cliente_616,Sucursal_9,2025-01-20,5,14218
20153,Producto_68,Cliente_44,Sucursal_3,2025-07-01,2,1436
20154,Producto_53,Cliente_1669,Sucursal_6,2024-09-18,2,7129
20155,Producto_94,Cliente_517,Sucursal_3,2023-11-20,5,7875
20156,Producto_5,Cliente_1713,Sucursal_15,2023-03-06,5,1094
20157,Producto_95,Cliente_1842,Sucursal_1,2023-08-26,4,7127
20158,Producto_37,Cliente_1542,Sucursal_2,2023-08-14,4,364
20159,Producto_66,Cliente_284,Sucursal_11,2024-10-28,2,12518
20160,Producto_67,Cliente_1014,Sucursal_6,2024-12-01,3,18344
20161,Producto_46,Cliente_131,Sucursal_8,2025-08-26,3,5643
20162,Producto_99,Cliente_1327,Sucursal_4,2024-04-12,1,1267
20163,Producto_34,Cliente_1196,Sucursal_6,2023-01-08,1,350
20164,Producto_2,Cliente_1519,Sucursal_3,2023-08-24,1,552
20165,Producto_47,Cliente_436,Sucursal_9,2025-12-12,5,915
20166,Producto_28,Cliente_716,Sucursal_4,2024-10-06,1,7158
20167,Producto_33,Cliente_1523,Sucursal_9,2025-06-04,3,3856
20168,Producto_27,Cliente_124,Sucursal_11,2024-08-17,2,4025
20169,Producto_12,Cliente_527,Sucursal_1,2023-08-15,1,12222
20170,Producto_68,Cliente_820,Sucursal_11,2025-07-25,2,348
20171,Producto_10,Cliente_379,Sucursal_4,2024-12-12,4,1005
20172,Producto_66,Cliente_523,Sucursal_4,2025-09-04,3,3567
20173,Producto_79,Cliente_791,Sucursal_5,2025-03-20,2,13503
20174,Producto_48,Cliente_1972,Sucursal_12,2024-02-23,4,1427
20175,Producto_90,Cliente_749,Sucursal_3,2023-11-09,1,989
20176,Producto_82,Cliente_804,Sucursal_9,2023-10-28,1,601
20177,Producto_36,Cliente_1101,Sucursal_13,2023-12-22,1,708
20178,Producto_47,Cliente_1079,Sucursal_14,2025-06-07,1,1492
20179,Producto_61,Cliente_1981,Sucursal_9,2025-12-10,3,9785
20180,Producto_19,Cliente_1554,Sucursal_7,2023-05-23,4,624
20181,Producto_41,Cliente_1813,Sucursal_4,2023-09-16,5,1328
20182,Producto_87,Cliente_635,Sucursal_6,2025-03-05,4,11508
20183,Producto_52,Cliente_64,Sucursal_5,2025-10-11,4,12328
20184,Producto_51,Cliente_14,Sucursal_4,2025-02-11,1,479
20185,Producto_82,Cliente_1416,Sucursal_13,2025-03-07,2,330
20186,Producto_9,Cliente_1732,Sucursal_7,2025-02-23,5,435
20187,Producto_36,Cliente_564,Sucursal_8,2023-11-04,1,658
20188,Producto_65,Cliente_1133,Sucursal_5,2023-05-29,3,1601
20189,Producto_99,Cliente_1414,Sucursal_2,2024-12-30,3,1767
20190,Producto_12,Cliente_1537,Sucursal_8,2024-03-02,5,5470
20191,Producto_6,Cliente_779,Sucursal_4,2025-02-24,2,14354
20192,Producto_5,Cliente_1183,Sucursal_4,2023-07-04,3,1904
20193,Producto_24,Cliente_1400,Sucursal_3,2023-03-27,4,1433
20194,Producto_80,Cliente_8,Sucursal_11,2025-02-07,5,11326
20195,Producto_88,Cliente_847,Sucursal_8,2025-09-24,1,4336
20196,Producto_9,Cliente_144,Sucursal_4,2024-11-28,1,356
20197,Producto_92,Cliente_986,Sucursal_7,2023-05-27,1,8030
20198,Producto_5,Cliente_350,Sucursal_7,2025-02-07,3,346
20199,Producto_58,Cliente_730,Sucursal_5,2023-07-21,1,17061
20200,Producto_71,Cliente_1790,Sucursal_3,2023-03-23,1,4968
20201,Producto_54,Cliente_1505,Sucursal_6,2024-08-16,1,646
20202,Producto_69,Cliente_966,Sucursal_4,2023-06-11,2,9708
20203,Producto_21,Cliente_1715,Sucursal_6,2023-03-27,5,2074
20204,Producto_99,Cliente_148,Sucursal_9,2024-03-27,4,1812
20205,Producto_19,Cliente_1838,Sucursal_12,2023-02-11,4,991
20206,Producto_82,Cliente_1937,Sucursal_8,2024-01-07,2,1218
20207,Producto_79,Cliente_9,Sucursal_9,2025-11-23,5,13152
20208,Producto_25,Cliente_1505,Sucursal_14,2025-11-27,3,14005
20209,Producto_90,Cliente_203,Sucursal_10,2025-10-03,2,1391
20210,Producto_59,Cliente_646,Sucursal_11,2023-02-27,5,10873
20211,Producto_69,Cliente_1825,Sucursal_6,2025-05-08,1,14302
20212,Producto_42,Cliente_1919,Sucursal_1,2023-02-09,1,842
20213,Producto_10,Cliente_1633,Sucursal_9,2025-09-08,5,1326
20214,Producto_95,Cliente_1631,Sucursal_12,2024-05-18,5,11826
20215,Producto_87,Cliente_1709,Sucursal_7,2023-08-19,1,4338
20216,Producto_35,Cliente_820,Sucursal_11,2025-04-05,4,1438
20217,Producto_25,Cliente_673,Sucursal_12,2025-01-20,2,6913
20218,Producto_40,Cliente_1604,Sucursal_11,2024-02-15,1,2977
20219,Producto_79,Cliente_871,Sucursal_8,2025-12-18,1,11107
20220,Producto_52,Cliente_375,Sucursal_5,2023-09-14,2,10341
20221,Producto_65,Cliente_1350,Sucursal_1,2023-07-17,2,4504
20222,Producto_22,Cliente_1061,Sucursal_10,2023-05-25,4,3147
20223,Producto_6,Cliente_1253,Sucursal_12,2024-04-29,4,3275
20224,Producto_84,Cliente_1933,Sucursal_11,2025-01-06,1,1305
20225,Producto_69,Cliente_1564,Sucursal_5,2025-03-06,4,14779
20226,Producto_18,Cliente_1687,Sucursal_14,2023-11-03,3,1480
20227,Producto_10,Cliente_1722,Sucursal_1,2025-06-14,5,1494
20228,Producto_60,Cliente_1331,Sucursal_3,2024-08-09,1,4918
20229,Producto_47,Cliente_304,Sucursal_15,2023-10-17,4,754
20230,Producto_45,Cliente_796,Sucursal_6,2025-08-26,5,1080
20231,Producto_59,Cliente_675,Sucursal_11,2024-05-16,5,18569
20232,Producto_69,Cliente_1342,Sucursal_10,2023-01-25,1,9396
20233,Producto_51,Cliente_565,Sucursal_1,2024-08-03,5,1121
20234,Producto_89,Cliente_106,Sucursal_2,2024-01-01,3,1822
20235,Producto_42,Cliente_1077,Sucursal_4,2023-03-15,5,3392
20236,Producto_81,Cliente_164,Sucursal_3,2023-11-18,3,1445
20237,Producto_50,Cliente_517,Sucursal_8,2025-05-28,1,624
20238,Producto_72,Cliente_226,Sucursal_7,2024-09-16,5,2484
20239,Producto_54,Cliente_1013,Sucursal_4,2024-10-09,5,1972
20240,Producto_6,Cliente_1239,Sucursal_4,2023-09-26,5,3514
20241,Producto_55,Cliente_131,Sucursal_13,2025-07-13,4,14833
20242,Producto_69,Cliente_1775,Sucursal_13,2025-10-31,1,11131
20243,Producto_40,Cliente_890,Sucursal_11,2025-05-24,1,1407
20244,Producto_95,Cliente_986,Sucursal_9,2023-04-30,5,12851
20245,Producto_85,Cliente_1098,Sucursal_5,2024-01-25,5,1649
20246,Producto_70,Cliente_47,Sucursal_14,2025-01-12,1,12437
20247,Producto_45,Cliente_605,Sucursal_6,2023-07-26,3,1919
20248,Producto_84,Cliente_1196,Sucursal_4,2023-03-17,5,627
20249,Producto_22,Cliente_1255,Sucursal_14,2023-02-07,5,847
20250,Producto_94,Cliente_1029,Sucursal_13,2025-05-10,1,7964
20251,Producto_30,Cliente_1561,Sucursal_5,2023-01-18,1,11834
20252,Producto_38,Cliente_1451,Sucursal_1,2024-02-14,3,10989
20253,Producto_100,Cliente_1276,Sucursal_14,2023-02-14,2,11868
20254,Producto_58,Cliente_651,Sucursal_11,2024-05-27,3,15473
20255,Producto_66,Cliente_723,Sucursal_1,2024-11-04,2,13935
20256,Producto_61,Cliente_698,Sucursal_4,2024-05-21,5,19692
20257,Producto_50,Cliente_495,Sucursal_9,2024-06-27,1,1268
20258,Producto_95,Cliente_1316,Sucursal_1,2024-08-26,1,5159
20259,Producto_24,Cliente_289,Sucursal_11,2025-11-24,3,2355
20260,Producto_96,Cliente_1222,Sucursal_14,2024-08-15,1,7699
20261,Producto_34,Cliente_893,Sucursal_15,2023-08-12,3,1873
20262,Producto_24,Cliente_1369,Sucursal_3,2024-06-26,5,1172
20263,Producto_65,Cliente_337,Sucursal_15,2024-04-27,4,2997
20264,Producto_59,Cliente_1531,Sucursal_13,2025-02-25,1,9767
20265,Producto_32,Cliente_4,Sucursal_12,2024-11-18,1,1688
20266,Producto_92,Cliente_1015,Sucursal_12,2025-08-07,4,3451
20267,Producto_91,Cliente_858,Sucursal_8,2025-10-22,3,1644
20268,Producto_33,Cliente_47,Sucursal_15,2023-04-11,5,5457
20269,Producto_27,Cliente_1668,Sucursal_7,2025-03-18,3,7512
20270,Producto_88,Cliente_1245,Sucursal_10,2024-05-22,4,10561
20271,Producto_79,Cliente_1918,Sucursal_9,2023-03-19,2,9095
20272,Producto_84,Cliente_1173,Sucursal_15,2024-02-08,3,1573
20273,Producto_2,Cliente_244,Sucursal_12,2025-02-17,2,429
20274,Producto_13,Cliente_1238,Sucursal_3,2024-01-24,3,365
20275,Producto_53,Cliente_242,Sucursal_3,2025-10-01,4,10066
20276,Producto_64,Cliente_803,Sucursal_1,2024-11-24,3,9621
20277,Producto_81,Cliente_88,Sucursal_12,2023-12-03,3,1987
20278,Producto_30,Cliente_389,Sucursal_6,2023-08-07,3,14503
20279,Producto_63,Cliente_1425,Sucursal_8,2024-06-05,4,5139
20280,Producto_54,Cliente_332,Sucursal_13,2025-07-20,4,802
20281,Producto_97,Cliente_1354,Sucursal_3,2025-08-23,1,17439
20282,Producto_49,Cliente_812,Sucursal_5,2023-11-01,2,2951
20283,Producto_71,Cliente_126,Sucursal_15,2023-06-15,4,912
20284,Producto_49,Cliente_773,Sucursal_12,2023-03-30,2,1791
20285,Producto_35,Cliente_165,Sucursal_1,2024-08-24,4,2165
20286,Producto_54,Cliente_641,Sucursal_7,2023-02-01,3,858
20287,Producto_9,Cliente_1763,Sucursal_13,2025-11-18,5,770
20288,Producto_88,Cliente_1022,Sucursal_1,2025-12-28,4,6770
20289,Producto_4,Cliente_941,Sucursal_2,2024-07-21,5,1605
20290,Producto_50,Cliente_1932,Sucursal_7,2023-09-01,2,485
20291,Producto_32,Cliente_1463,Sucursal_11,2023-05-20,5,1111
20292,Producto_8,Cliente_1498,Sucursal_6,2025-11-19,4,921
20293,Producto_70,Cliente_914,Sucursal_9,2024-09-07,4,13052
20294,Producto_77,Cliente_353,Sucursal_15,2024-01-29,1,7042
20295,Producto_70,Cliente_1221,Sucursal_5,2025-09-15,5,10088
20296,Producto_21,Cliente_698,Sucursal_13,2024-11-01,4,1119
20297,Producto_64,Cliente_479,Sucursal_13,2025-10-17,1,10386
20298,Producto_56,Cliente_504,Sucursal_7,2024-03-13,1,922
20299,Producto_40,Cliente_870,Sucursal_5,2023-06-25,1,2975
20300,Producto_23,Cliente_1969,Sucursal_14,2023-05-02,2,1286
20301,Producto_36,Cliente_1128,Sucursal_13,2025-02-12,5,2990
20302,Producto_63,Cliente_1744,Sucursal_15,2023-09-09,4,3624
20303,Producto_18,Cliente_9,Sucursal_3,2024-03-20,5,493
20304,Producto_36,Cliente_947,Sucursal_1,2024-06-08,1,862
20305,Producto_9,Cliente_180,Sucursal_1,2025-05-11,3,1037
20306,Producto_83,Cliente_1072,Sucursal_15,2025-03-27,5,2682
20307,Producto_6,Cliente_1042,Sucursal_3,2025-02-28,1,8137
20308,Producto_52,Cliente_676,Sucursal_12,2024-01-18,2,7364
20309,Producto_65,Cliente_1831,Sucursal_3,2023-10-13,2,2220
20310,Producto_54,Cliente_1715,Sucursal_2,2025-05-17,2,1836
20311,Producto_12,Cliente_1065,Sucursal_10,2024-06-23,1,4619
20312,Producto_73,Cliente_1803,Sucursal_1,2025-10-14,4,1206
20313,Producto_79,Cliente_554,Sucursal_10,2024-01-21,3,8095
20314,Producto_14,Cliente_1756,Sucursal_12,2023-07-06,1,12008
20315,Producto_56,Cliente_1154,Sucursal_10,2023-11-15,3,3282
20316,Producto_44,Cliente_1742,Sucursal_13,2023-02-09,2,1274
20317,Producto_100,Cliente_1750,Sucursal_13,2025-04-08,5,17611
20318,Producto_69,Cliente_1965,Sucursal_6,2023-08-23,4,7920
20319,Producto_75,Cliente_1973,Sucursal_2,2024-12-04,4,548
20320,Producto_45,Cliente_1351,Sucursal_12,2023-08-21,4,833
20321,Producto_29,Cliente_1356,Sucursal_7,2024-06-13,4,1568
20322,Producto_51,Cliente_1070,Sucursal_7,2024-06-13,5,1014
20323,Producto_84,Cliente_213,Sucursal_7,2025-09-05,1,497
20324,Producto_18,Cliente_1207,Sucursal_8,2025-11-17,5,2610
20325,Producto_16,Cliente_1109,Sucursal_14,2024-10-29,5,765
20326,Producto_66,Cliente_1774,Sucursal_11,2025-08-17,3,11048
20327,Producto_18,Cliente_1481,Sucursal_14,2023-12-15,2,1323
20328,Producto_32,Cliente_671,Sucursal_12,2025-09-07,4,2883
20329,Producto_7,Cliente_706,Sucursal_6,2025-08-19,3,1357
20330,Producto_28,Cliente_1071,Sucursal_12,2024-07-14,3,7033
20331,Producto_79,Cliente_1389,Sucursal_6,2023-06-14,3,9760
20332,Producto_96,Cliente_1020,Sucursal_14,2023-03-02,3,1137
20333,Producto_96,Cliente_1039,Sucursal_5,2023-07-27,1,6564
20334,Producto_28,Cliente_1815,Sucursal_13,2023-03-24,4,3189
20335,Producto_89,Cliente_1465,Sucursal_10,2024-09-15,3,4231
20336,Producto_12,Cliente_887,Sucursal_2,2023-07-02,5,6684
20337,Producto_57,Cliente_948,Sucursal_15,2024-05-23,3,556
20338,Producto_7,Cliente_1434,Sucursal_4,2025-06-19,3,379
20339,Producto_15,Cliente_37,Sucursal_14,2023-05-31,4,1074
20340,Producto_10,Cliente_1657,Sucursal_3,2024-11-21,2,309
20341,Producto_5,Cliente_1316,Sucursal_7,2025-12-13,5,578
20342,Producto_8,Cliente_636,Sucursal_5,2024-01-10,4,231
20343,Producto_82,Cliente_258,Sucursal_4,2024-02-04,1,347
20344,Producto_73,Cliente_1854,Sucursal_1,2025-03-11,4,3928
20345,Producto_99,Cliente_760,Sucursal_12,2024-05-01,3,1198
20346,Producto_82,Cliente_94,Sucursal_6,2024-02-20,3,988
20347,Producto_37,Cliente_1055,Sucursal_1,2023-06-12,2,1393
20348,Producto_22,Cliente_1664,Sucursal_9,2023-06-17,3,4563
20349,Producto_79,Cliente_1920,Sucursal_7,2023-02-11,1,12087
20350,Producto_44,Cliente_56,Sucursal_11,2025-09-28,4,886
20351,Producto_46,Cliente_610,Sucursal_11,2025-01-05,1,5255
20352,Producto_68,Cliente_1321,Sucursal_6,2023-11-11,1,1124
20353,Producto_89,Cliente_1622,Sucursal_1,2024-12-17,2,1943
20354,Producto_43,Cliente_1967,Sucursal_12,2023-12-10,3,12664
20355,Producto_77,Cliente_1238,Sucursal_1,2023-07-25,1,12651
20356,Producto_9,Cliente_406,Sucursal_8,2023-08-31,3,1137
20357,Producto_35,Cliente_1364,Sucursal_11,2024-11-04,1,1521
20358,Producto_40,Cliente_661,Sucursal_3,2025-03-13,5,1442
20359,Producto_83,Cliente_1351,Sucursal_2,2023-04-28,2,1670
20360,Producto_80,Cliente_943,Sucursal_2,2023-07-10,2,10205
20361,Producto_67,Cliente_1588,Sucursal_7,2024-08-28,1,5529
20362,Producto_98,Cliente_1627,Sucursal_8,2025-10-15,3,1565
20363,Producto_100,Cliente_73,Sucursal_13,2025-02-22,5,8534
20364,Producto_38,Cliente_1925,Sucursal_5,2023-11-17,1,3530
20365,Producto_10,Cliente_750,Sucursal_13,2024-01-21,4,683
20366,Producto_82,Cliente_1127,Sucursal_5,2025-10-24,4,1096
20367,Producto_36,Cliente_1126,Sucursal_11,2025-07-06,5,1331
20368,Producto_64,Cliente_735,Sucursal_7,2023-12-11,4,10489
20369,Producto_55,Cliente_1557,Sucursal_4,2025-08-18,1,9886
20370,Producto_84,Cliente_913,Sucursal_12,2024-10-13,4,631
20371,Producto_74,Cliente_165,Sucursal_8,2024-04-23,3,10158
20372,Producto_77,Cliente_1870,Sucursal_9,2025-03-27,3,11236
20373,Producto_25,Cliente_1568,Sucursal_5,2023-01-14,4,7437
20374,Producto_48,Cliente_1577,Sucursal_6,2024-09-26,5,1344
20375,Producto_15,Cliente_365,Sucursal_4,2025-05-13,3,2298
20376,Producto_62,Cliente_1052,Sucursal_11,2023-03-24,5,5586
20377,Producto_98,Cliente_679,Sucursal_7,2023-02-23,1,7170
20378,Producto_89,Cliente_17,Sucursal_9,2023-06-11,2,4235
20379,Producto_27,Cliente_1945,Sucursal_1,2023-11-16,1,3719
20380,Producto_15,Cliente_114,Sucursal_14,2023-05-14,2,2319
20381,Producto_11,Cliente_1049,Sucursal_15,2024-10-15,3,802
20382,Producto_39,Cliente_947,Sucursal_4,2024-01-08,1,1495
20383,Producto_1,Cliente_388,Sucursal_4,2024-11-18,3,11087
20384,Producto_35,Cliente_1064,Sucursal_10,2025-10-21,1,1099
20385,Producto_73,Cliente_1766,Sucursal_13,2023-11-12,1,1132
20386,Producto_4,Cliente_415,Sucursal_4,2024-11-28,2,5954
20387,Producto_75,Cliente_373,Sucursal_5,2024-12-29,1,1377
20388,Producto_30,Cliente_43,Sucursal_1,2025-05-28,1,19161
20389,Producto_92,Cliente_1771,Sucursal_15,2025-03-26,2,11431
20390,Producto_44,Cliente_1791,Sucursal_3,2023-03-07,2,1038
20391,Producto_31,Cliente_1017,Sucursal_11,2024-02-11,5,1477
20392,Producto_64,Cliente_1064,Sucursal_9,2025-05-30,4,14442
