cliente,genero,edad,ciudad_cliente
Cliente_1690,Femenino,66,LEÓN
Cliente_1583,Masculino,18,León
Cliente_559,Masculino,42,Cancún
Cliente_447,Masculino,48,tuxtla gutiérrez
Cliente_338,Femenino,70,León
Cliente_360,Masculino,39,PUEBLA
Cliente_1048,Masculino,66,guadalajara
Cliente_1630,Masculino,34,Puebla
Cliente_1058,Femenino,54,TIJUANA
Cliente_1697,Femenino,50,MÉRIDA
Cliente_257,Masculino,35,GUADALAJARA
Cliente_1277,Femenino,68,TIJUANA
Cliente_1704,Masculino,68,Tapachula
Cliente_1700,Masculino,53,mérida
Cliente_1034,Femenino,46,GUADALAJARA
Cliente_714,Masculino,43,cancún
Cliente_1111,Masculino,54,GUADALAJARA
Cliente_504,Masculino,42,León
Cliente_1250,Masculino,36,Tijuana
Cliente_254,Femenino,23,ciudad de méxico
Cliente_991,Femenino,32,CANCÚN
Cliente_1760,Masculino,44,guadalajara
Cliente_1418,Femenino,42,guadalajara
Cliente_1629,Masculino,58,PUEBLA
Cliente_297,Masculino,29,TIJUANA
Cliente_1715,Masculino,68,PUEBLA
Cliente_1265,Masculino,40,Tapachula
Cliente_1925,Masculino,42,guadalajara
Cliente_323,Femenino,25,Mérida
Cliente_663,Femenino,55,PUEBLA
Cliente_1094,Masculino,24,tijuana
Cliente_1174,Masculino,26,León
Cliente_138,Femenino,68,tijuana
Cliente_94,Femenino,37,TUXTLA GUTIÉRREZ
Cliente_189,Femenino,54,Ciudad de México
Cliente_1866,Femenino,52,Guadalajara
Cliente_530,Masculino,65,ciudad de méxico
Cliente_1471,Masculino,34,Tuxtla Gutiérrez
Cliente_1478,Masculino,20,Tijuana
Cliente_1375,Femenino,49,Monterrey
Cliente_550,Masculino,20,mérida
Cliente_1503,Femenino,45,MÉRIDA
Cliente_1726,Masculino,66,TIJUANA
Cliente_900,Masculino,44,TIJUANA
Cliente_390,Masculino,22,Monterrey
Cliente_265,Femenino,48,LEÓN
Cliente_125,Masculino,38,TUXTLA GUTIÉRREZ
Cliente_719,Masculino,49,Cancún
Cliente_397,Femenino,43,mérida
Cliente_1646,Femenino,19,mérida
Cliente_1353,Femenino,54,tijuana
Cliente_1496,Masculino,37,Mérida
Cliente_1315,Masculino,38,Tijuana
Cliente_962,Masculino,30,TIJUANA
Cliente_1441,Femenino,45,Tapachula
Cliente_1807,Masculino,58,león
Cliente_460,Femenino,67,Tijuana
Cliente_1404,Masculino,57,TAPACHULA
Cliente_1652,Masculino,52,Tapachula
Cliente_1422,Femenino,60,Tapachula
Cliente_178,Masculino,68,CIUDAD DE MÉXICO
Cliente_665,Femenino,27,CANCÚN
Cliente_958,Femenino,53,mérida
Cliente_262,Masculino,33,puebla
Cliente_1669,Femenino,35,Tijuana
Cliente_599,Masculino,68,tuxtla gutiérrez
Cliente_939,Masculino,59,Monterrey
Cliente_315,Femenino,34,Ciudad de México
Cliente_533,Femenino,70,CIUDAD DE MÉXICO
Cliente_1792,Masculino,34,Tapachula
Cliente_1845,Masculino,22,TUXTLA GUTIÉRREZ
Cliente_1215,Masculino,70,GUADALAJARA
Cliente_297,Masculino,29,tijuana
Cliente_942,Femenino,61,tuxtla gutiérrez
Cliente_1010,Masculino,34,mérida
Cliente_1706,Femenino,24,Ciudad de México
Cliente_1284,Femenino,39,ciudad de méxico
Cliente_465,Masculino,49,puebla
Cliente_1194,Femenino,18,Cancún
Cliente_637,Femenino,29,puebla
Cliente_571,Masculino,23,MÉRIDA
Cliente_1261,Masculino,32,tapachula
Cliente_1700,Masculino,53,MÉRIDA
Cliente_1175,Masculino,30,Tuxtla Gutiérrez
Cliente_1912,Masculino,60,cancún
Cliente_1563,Masculino,22,Ciudad de México
Cliente_1948,Masculino,29,Mérida
Cliente_1559,Masculino,26,león
Cliente_450,Masculino,49,Tijuana
Cliente_172,Masculino,33,CANCÚN
Cliente_496,Femenino,64,puebla
Cliente_1331,Masculino,27,Mérida
Cliente_1932,Femenino,39,León
Cliente_1582,Masculino,47,MÉRIDA
Cliente_1434,Masculino,40,León
Cliente_1875,Femenino,59,Tuxtla Gutiérrez
Cliente_726,Masculino,51,Ciudad de México
Cliente_491,Masculino,66,TAPACHULA
Cliente_611,Femenino,27,CANCÚN
Cliente_987,Femenino,58,puebla
Cliente_633,Femenino,53,TIJUANA
Cliente_138,Femenino,68,TIJUANA
Cliente_684,Femenino,54,CANCÚN
Cliente_903,Femenino,36,MÉRIDA
Cliente_783,Masculino,59,Monterrey
Cliente_996,Femenino,27,TAPACHULA
Cliente_1652,Masculino,52,TAPACHULA
Cliente_232,Femenino,46,Mérida
Cliente_1490,Femenino,58,PUEBLA
Cliente_891,Femenino,36,Puebla
Cliente_900,Masculino,44,Tijuana
Cliente_723,Masculino,23,TIJUANA
Cliente_1959,Femenino,65,ciudad de méxico
Cliente_1886,Masculino,59,TIJUANA
Cliente_1487,Femenino,28,PUEBLA
Cliente_763,Femenino,19,LEÓN
Cliente_1212,Femenino,37,LEÓN
Cliente_1768,Femenino,40,Monterrey
Cliente_436,Femenino,24,Puebla
Cliente_236,Masculino,20,tijuana
Cliente_225,Masculino,31,guadalajara
Cliente_605,Masculino,34,Puebla
Cliente_1484,Femenino,56,Tuxtla Gutiérrez
Cliente_9,Femenino,61,monterrey
Cliente_169,Masculino,19,MÉRIDA
Cliente_293,Femenino,52,monterrey
Cliente_1228,Masculino,58,puebla
Cliente_797,Masculino,51,tuxtla gutiérrez
Cliente_757,Femenino,44,puebla
Cliente_1913,Femenino,52,MONTERREY
Cliente_1869,Masculino,60,tijuana
Cliente_1884,Masculino,38,León
Cliente_1647,Femenino,45,PUEBLA
Cliente_1807,Masculino,58,león
Cliente_1933,Femenino,50,MONTERREY
Cliente_702,Femenino,28,GUADALAJARA
Cliente_1084,Femenino,51,tijuana
Cliente_297,Masculino,29,TIJUANA
Cliente_1683,Masculino,59,Tijuana
Cliente_1942,Femenino,30,puebla
Cliente_964,Masculino,34,Tuxtla Gutiérrez
Cliente_1457,Femenino,45,Puebla
Cliente_1346,Femenino,19,León
Cliente_366,Masculino,57,Monterrey
Cliente_446,Masculino,26,GUADALAJARA
Cliente_466,Masculino,45,León
Cliente_315,Femenino,34,CIUDAD DE MÉXICO
Cliente_1634,Femenino,50,TUXTLA GUTIÉRREZ
Cliente_1615,Masculino,54,Puebla
Cliente_1074,Masculino,35,CIUDAD DE MÉXICO
Cliente_1029,Masculino,41,TIJUANA
Cliente_936,Masculino,67,tuxtla gutiérrez
Cliente_615,Femenino,51,TUXTLA GUTIÉRREZ
Cliente_905,Masculino,45,león
Cliente_354,Femenino,29,LEÓN
Cliente_1276,Femenino,45,guadalajara
Cliente_174,Masculino,41,CIUDAD DE MÉXICO
Cliente_1223,Femenino,23,TIJUANA
Cliente_1209,Femenino,54,TIJUANA
Cliente_980,Masculino,48,LEÓN
Cliente_699,Masculino,70,puebla
Cliente_598,Masculino,20,Ciudad de México
Cliente_1370,Masculino,70,cancún
Cliente_1254,Femenino,23,ciudad de méxico
Cliente_437,Femenino,62,Tijuana
Cliente_1561,Masculino,39,Tijuana
Cliente_1309,Masculino,69,guadalajara
Cliente_737,Masculino,54,ciudad de méxico
Cliente_296,Masculino,61,puebla
Cliente_53,Femenino,23,tapachula
Cliente_285,Masculino,40,Cancún
Cliente_185,Femenino,67,ciudad de méxico
Cliente_1783,Masculino,61,león
Cliente_1425,Masculino,49,CANCÚN
Cliente_495,Masculino,58,Ciudad de México
Cliente_1455,Femenino,33,cancún
Cliente_1344,Masculino,58,CIUDAD DE MÉXICO
Cliente_1307,Femenino,56,mérida
Cliente_1815,Femenino,27,Tapachula
Cliente_1665,Femenino,46,MÉRIDA
Cliente_106,Femenino,52,ciudad de méxico
Cliente_997,Femenino,65,león
Cliente_1410,Femenino,21,Ciudad de México
Cliente_1579,Femenino,39,Mérida
Cliente_106,Femenino,52,CIUDAD DE MÉXICO
Cliente_133,Femenino,64,guadalajara
Cliente_86,Femenino,31,tuxtla gutiérrez
Cliente_165,Femenino,57,CIUDAD DE MÉXICO
Cliente_1873,Masculino,31,mérida
Cliente_296,Masculino,61,puebla
Cliente_1623,Femenino,63,Puebla
Cliente_23,Masculino,39,GUADALAJARA
Cliente_1641,Femenino,40,GUADALAJARA
Cliente_1908,Masculino,19,GUADALAJARA
Cliente_545,Masculino,32,puebla
Cliente_908,Femenino,52,tijuana
Cliente_891,Femenino,36,PUEBLA
Cliente_1259,Masculino,33,Puebla
Cliente_1904,Masculino,37,MÉRIDA
Cliente_844,Femenino,27,Tuxtla Gutiérrez
Cliente_543,Femenino,24,TAPACHULA
Cliente_774,Femenino,61,Puebla
Cliente_891,Femenino,36,PUEBLA
Cliente_1140,Femenino,28,ciudad de méxico
Cliente_1354,Femenino,67,CANCÚN
Cliente_261,Masculino,55,monterrey
Cliente_1769,Femenino,20,monterrey
Cliente_1597,Femenino,43,Guadalajara
Cliente_1058,Femenino,54,Tijuana
Cliente_745,Femenino,21,CANCÚN
Cliente_1552,Femenino,61,Tijuana
Cliente_631,Femenino,28,mérida
Cliente_221,Masculino,47,LEÓN
Cliente_561,Masculino,46,puebla
Cliente_512,Femenino,54,TUXTLA GUTIÉRREZ
Cliente_1128,Masculino,59,MÉRIDA
Cliente_1555,Masculino,37,puebla
Cliente_1389,Femenino,41,ciudad de méxico
Cliente_1071,Femenino,63,LEÓN
Cliente_1446,Masculino,67,Cancún
Cliente_1597,Femenino,43,GUADALAJARA
Cliente_276,Femenino,31,guadalajara
Cliente_405,Femenino,70,Guadalajara
Cliente_922,Masculino,69,Mérida
Cliente_1066,Femenino,27,MÉRIDA
Cliente_949,Masculino,52,Puebla
Cliente_1550,Femenino,27,tijuana
Cliente_87,Masculino,66,Mérida
Cliente_1092,Masculino,69,tuxtla gutiérrez
Cliente_1506,Femenino,46,mérida
Cliente_259,Masculino,39,Puebla
Cliente_584,Masculino,45,Cancún
Cliente_412,Femenino,29,Ciudad de México
Cliente_300,Masculino,23,ciudad de méxico
Cliente_777,Femenino,59,Puebla
Cliente_778,Masculino,61,LEÓN
Cliente_107,Femenino,65,PUEBLA
Cliente_914,Masculino,68,monterrey
Cliente_1243,Masculino,23,mérida
Cliente_652,Femenino,19,tuxtla gutiérrez
Cliente_430,Masculino,50,CIUDAD DE MÉXICO
Cliente_70,Masculino,48,tijuana
Cliente_424,Masculino,54,cancún
Cliente_862,Femenino,21,Tapachula
Cliente_790,Femenino,27,mérida
Cliente_1543,Masculino,67,PUEBLA
Cliente_1278,Femenino,39,guadalajara
Cliente_174,Masculino,41,CIUDAD DE MÉXICO
Cliente_1554,Femenino,62,Cancún
Cliente_986,Masculino,54,cancún
Cliente_1542,Femenino,59,monterrey
Cliente_182,Femenino,39,mérida
Cliente_1384,Masculino,69,Ciudad de México
Cliente_465,Masculino,49,PUEBLA
Cliente_1124,Masculino,60,MÉRIDA
Cliente_346,Masculino,69,Cancún
Cliente_711,Masculino,56,Ciudad de México
Cliente_1576,Masculino,37,mérida
Cliente_768,Femenino,35,MONTERREY
Cliente_993,Femenino,26,GUADALAJARA
Cliente_1186,Masculino,34,Monterrey
Cliente_1988,Masculino,54,mérida
Cliente_1546,Masculino,34,ciudad de méxico
Cliente_1947,Femenino,39,CANCÚN
Cliente_906,Masculino,55,MÉRIDA
Cliente_761,Femenino,69,Cancún
Cliente_74,Femenino,27,león
Cliente_563,Masculino,54,TIJUANA
Cliente_700,Femenino,70,monterrey
Cliente_1036,Masculino,57,PUEBLA
Cliente_209,Masculino,64,MÉRIDA
Cliente_1198,Masculino,51,puebla
Cliente_835,Femenino,20,tapachula
Cliente_1982,Masculino,68,puebla
Cliente_439,Masculino,53,Tuxtla Gutiérrez
Cliente_667,Masculino,65,Puebla
Cliente_51,Femenino,48,monterrey
Cliente_848,Femenino,61,MONTERREY
Cliente_1357,Femenino,69,Cancún
Cliente_1355,Femenino,44,cancún
Cliente_29,Masculino,63,PUEBLA
Cliente_57,Femenino,63,MÉRIDA
Cliente_262,Masculino,33,puebla
Cliente_1589,Masculino,27,PUEBLA
Cliente_335,Masculino,43,TAPACHULA
Cliente_1598,Masculino,20,cancún
Cliente_1071,Femenino,63,LEÓN
Cliente_195,Femenino,19,Tapachula
Cliente_471,Femenino,55,Tijuana
Cliente_239,Femenino,37,cancún
Cliente_1134,Femenino,23,cancún
Cliente_128,Masculino,62,Tuxtla Gutiérrez
Cliente_1772,Masculino,50,tijuana
Cliente_1633,Femenino,21,Guadalajara
Cliente_1654,Masculino,21,Mérida
Cliente_1558,Masculino,24,Guadalajara
Cliente_1307,Femenino,56,mérida
Cliente_892,Masculino,40,MONTERREY
Cliente_1576,Masculino,37,Mérida
Cliente_468,Masculino,32,TAPACHULA
Cliente_696,Masculino,55,Cancún
Cliente_1883,Masculino,28,Monterrey
Cliente_887,Masculino,61,cancún
Cliente_943,Masculino,49,Guadalajara
Cliente_539,Femenino,20,León
Cliente_1528,Femenino,43,Monterrey
Cliente_660,Femenino,44,MÉRIDA
Cliente_1257,Femenino,24,Mérida
Cliente_1990,Femenino,57,PUEBLA
Cliente_1372,Masculino,56,tuxtla gutiérrez
Cliente_836,Femenino,53,TAPACHULA
Cliente_278,Femenino,65,TIJUANA
Cliente_1625,Femenino,28,monterrey
Cliente_914,Masculino,68,monterrey
Cliente_1585,Femenino,41,León
Cliente_79,Masculino,60,León
Cliente_761,Femenino,69,CANCÚN
Cliente_847,Femenino,46,Tuxtla Gutiérrez
Cliente_179,Masculino,29,LEÓN
Cliente_1893,Masculino,49,MÉRIDA
Cliente_1860,Masculino,20,Cancún
Cliente_1330,Masculino,31,ciudad de méxico
Cliente_1432,Masculino,56,guadalajara
Cliente_324,Masculino,49,León
Cliente_626,Femenino,68,Monterrey
Cliente_195,Femenino,19,TAPACHULA
Cliente_894,Masculino,69,Cancún
Cliente_1442,Femenino,53,Mérida
Cliente_390,Masculino,22,MONTERREY
Cliente_1972,Masculino,45,tuxtla gutiérrez
Cliente_1395,Masculino,61,GUADALAJARA
Cliente_1843,Femenino,52,GUADALAJARA
Cliente_1932,Femenino,39,león
Cliente_1925,Masculino,42,Guadalajara
Cliente_1113,Femenino,42,guadalajara
Cliente_110,Masculino,50,mérida
Cliente_1704,Masculino,68,tapachula
Cliente_1841,Femenino,67,león
Cliente_521,Femenino,24,mérida
Cliente_1025,Femenino,31,Monterrey
Cliente_439,Masculino,53,tuxtla gutiérrez
Cliente_143,Masculino,38,león
Cliente_923,Masculino,40,Tapachula
Cliente_211,Masculino,26,puebla
Cliente_858,Masculino,18,CIUDAD DE MÉXICO
Cliente_1751,Femenino,44,tapachula
Cliente_711,Masculino,56,CIUDAD DE MÉXICO
Cliente_1313,Masculino,56,Tapachula
Cliente_1379,Masculino,56,Tijuana
Cliente_1461,Femenino,28,GUADALAJARA
Cliente_1740,Masculino,24,Mérida
Cliente_761,Femenino,69,cancún
Cliente_960,Masculino,39,Tapachula
Cliente_1415,Masculino,52,PUEBLA
Cliente_1008,Femenino,56,CIUDAD DE MÉXICO
Cliente_1959,Femenino,65,CIUDAD DE MÉXICO
Cliente_585,Femenino,58,Ciudad de México
Cliente_858,Masculino,18,CIUDAD DE MÉXICO
Cliente_1544,Masculino,35,puebla
Cliente_341,Femenino,25,CANCÚN
Cliente_863,Femenino,31,Monterrey
Cliente_1099,Masculino,25,Tapachula
Cliente_585,Femenino,58,Ciudad de México
Cliente_1030,Femenino,44,CIUDAD DE MÉXICO
Cliente_235,Masculino,40,Cancún
Cliente_544,Masculino,40,Mérida
Cliente_804,Masculino,65,Mérida
Cliente_1003,Masculino,62,Tapachula
Cliente_309,Femenino,45,Guadalajara
Cliente_1281,Femenino,27,CANCÚN
Cliente_1495,Masculino,67,MONTERREY
Cliente_585,Femenino,58,CIUDAD DE MÉXICO
Cliente_1327,Masculino,23,PUEBLA
Cliente_74,Femenino,27,león
Cliente_166,Femenino,63,MONTERREY
Cliente_1575,Femenino,68,Tijuana
Cliente_1062,Femenino,25,Ciudad de México
Cliente_418,Femenino,41,TAPACHULA
Cliente_328,Masculino,25,Guadalajara
Cliente_555,Femenino,43,TIJUANA
Cliente_138,Femenino,68,tijuana
Cliente_1262,Masculino,66,ciudad de méxico
Cliente_629,Masculino,58,PUEBLA
Cliente_475,Masculino,38,TAPACHULA
Cliente_1812,Masculino,42,ciudad de méxico
Cliente_1849,Femenino,65,tapachula
Cliente_1725,Masculino,32,monterrey
Cliente_104,Femenino,36,MONTERREY
Cliente_851,Femenino,26,puebla
Cliente_90,Femenino,50,MÉRIDA
Cliente_1759,Femenino,60,Tijuana
Cliente_54,Masculino,65,monterrey
Cliente_495,Masculino,58,CIUDAD DE MÉXICO
Cliente_70,Masculino,48,TIJUANA
Cliente_1939,Femenino,69,tuxtla gutiérrez
Cliente_611,Femenino,27,cancún
Cliente_1570,Masculino,38,CANCÚN
Cliente_809,Masculino,25,TIJUANA
Cliente_1290,Masculino,51,monterrey
Cliente_504,Masculino,42,LEÓN
Cliente_1416,Masculino,26,Puebla
Cliente_641,Femenino,38,puebla
Cliente_165,Femenino,57,ciudad de méxico
Cliente_1572,Femenino,48,león
Cliente_908,Femenino,52,Tijuana
Cliente_1361,Masculino,64,Guadalajara
Cliente_768,Femenino,35,Monterrey
Cliente_648,Femenino,49,tijuana
Cliente_892,Masculino,40,Monterrey
Cliente_334,Femenino,70,tuxtla gutiérrez
Cliente_1049,Femenino,52,guadalajara
Cliente_388,Masculino,69,MÉRIDA
Cliente_687,Femenino,31,CIUDAD DE MÉXICO
Cliente_369,Masculino,18,tapachula
Cliente_70,Masculino,48,tijuana
Cliente_260,Femenino,41,Tapachula
Cliente_390,Masculino,22,MONTERREY
Cliente_114,Femenino,56,Guadalajara
Cliente_425,Masculino,38,CIUDAD DE MÉXICO
Cliente_1596,Masculino,26,TIJUANA
Cliente_1837,Femenino,28,Puebla
Cliente_1865,Masculino,57,Ciudad de México
Cliente_1890,Femenino,51,León
Cliente_246,Masculino,59,Monterrey
Cliente_1069,Femenino,36,CANCÚN
Cliente_1289,Masculino,36,Tijuana
Cliente_61,Masculino,47,Guadalajara
Cliente_1748,Masculino,22,LEÓN
Cliente_1313,Masculino,56,TAPACHULA
Cliente_513,Masculino,70,PUEBLA
Cliente_885,Masculino,26,Guadalajara
Cliente_1901,Masculino,27,Guadalajara
Cliente_1929,Masculino,66,CIUDAD DE MÉXICO
Cliente_1352,Masculino,24,León
Cliente_1604,Masculino,34,MONTERREY
Cliente_629,Masculino,58,Puebla
Cliente_1108,Masculino,32,Guadalajara
Cliente_523,Masculino,19,CANCÚN
Cliente_788,Masculino,24,MÉRIDA
Cliente_262,Masculino,33,Puebla
Cliente_1309,Masculino,69,GUADALAJARA
Cliente_1477,Femenino,57,puebla
Cliente_1608,Masculino,40,monterrey
Cliente_735,Masculino,48,tijuana
Cliente_357,Masculino,62,cancún
Cliente_216,Femenino,18,Monterrey
Cliente_132,Femenino,26,CIUDAD DE MÉXICO
Cliente_544,Masculino,40,mérida
Cliente_1285,Masculino,38,Monterrey
Cliente_1831,Masculino,42,cancún
Cliente_224,Masculino,58,Cancún
Cliente_889,Masculino,49,cancún
Cliente_1925,Masculino,42,guadalajara
Cliente_217,Femenino,30,TAPACHULA
Cliente_629,Masculino,58,PUEBLA
Cliente_1886,Masculino,59,TIJUANA
Cliente_1584,Femenino,61,GUADALAJARA
Cliente_135,Masculino,35,León
Cliente_589,Masculino,58,CIUDAD DE MÉXICO
Cliente_1444,Masculino,49,tuxtla gutiérrez
Cliente_1152,Masculino,42,León
Cliente_76,Femenino,65,león
Cliente_1919,Masculino,46,mérida
Cliente_575,Femenino,59,MÉRIDA
Cliente_1736,Masculino,26,Tapachula
Cliente_592,Masculino,25,mérida
Cliente_1566,Femenino,62,TAPACHULA
Cliente_182,Femenino,39,mérida
Cliente_1718,Masculino,25,Monterrey
Cliente_1104,Masculino,70,cancún
Cliente_1737,Femenino,69,Monterrey
Cliente_1577,Femenino,69,LEÓN
Cliente_961,Femenino,67,CIUDAD DE MÉXICO
Cliente_128,Masculino,62,tuxtla gutiérrez
Cliente_808,Masculino,68,guadalajara
Cliente_1091,Femenino,60,PUEBLA
Cliente_1644,Femenino,23,león
Cliente_111,Femenino,47,puebla
Cliente_1194,Femenino,18,cancún
Cliente_741,Femenino,46,Tijuana
Cliente_484,Masculino,62,cancún
Cliente_1483,Masculino,28,PUEBLA
Cliente_1642,Masculino,69,León
Cliente_683,Masculino,52,LEÓN
Cliente_282,Masculino,50,TUXTLA GUTIÉRREZ
Cliente_773,Femenino,33,monterrey
Cliente_1175,Masculino,30,TUXTLA GUTIÉRREZ
Cliente_345,Femenino,46,PUEBLA
Cliente_50,Femenino,69,Tuxtla Gutiérrez
Cliente_1775,Masculino,57,MÉRIDA
Cliente_1512,Femenino,23,Mérida
Cliente_1433,Masculino,26,Puebla
Cliente_1373,Masculino,31,Tuxtla Gutiérrez
Cliente_1987,Femenino,32,MÉRIDA
Cliente_502,Femenino,64,puebla
Cliente_1967,Masculino,60,tapachula
Cliente_164,Masculino,57,ciudad de méxico
Cliente_888,Femenino,37,mérida
Cliente_1011,Masculino,38,LEÓN
Cliente_896,Femenino,55,TAPACHULA
Cliente_1200,Masculino,34,PUEBLA
Cliente_275,Femenino,69,ciudad de méxico
Cliente_1222,Femenino,43,TIJUANA
Cliente_8,Femenino,27,puebla
Cliente_1804,Masculino,18,MÉRIDA
Cliente_1798,Femenino,32,TIJUANA
Cliente_593,Femenino,49,Tapachula
Cliente_265,Femenino,48,león
Cliente_579,Masculino,31,TIJUANA
Cliente_336,Masculino,21,Mérida
Cliente_981,Femenino,28,Cancún
Cliente_1963,Masculino,60,Puebla
Cliente_1537,Femenino,33,Tijuana
Cliente_944,Masculino,63,guadalajara
Cliente_146,Femenino,21,TAPACHULA
Cliente_1125,Masculino,61,Tapachula
Cliente_937,Masculino,41,león
Cliente_1055,Femenino,19,tapachula
Cliente_190,Masculino,32,MONTERREY
Cliente_37,Masculino,49,TUXTLA GUTIÉRREZ
Cliente_1291,Masculino,30,MÉRIDA
Cliente_1507,Femenino,23,cancún
Cliente_506,Masculino,29,puebla
Cliente_1655,Masculino,35,TAPACHULA
Cliente_1488,Femenino,18,TAPACHULA
Cliente_1780,Femenino,18,Puebla
Cliente_405,Femenino,70,Guadalajara
Cliente_999,Masculino,46,GUADALAJARA
Cliente_294,Masculino,32,Mérida
Cliente_703,Femenino,61,MONTERREY
Cliente_874,Femenino,48,guadalajara
Cliente_1051,Femenino,37,Monterrey
Cliente_1884,Masculino,38,león
Cliente_1631,Femenino,34,CIUDAD DE MÉXICO
Cliente_1368,Masculino,20,TIJUANA
Cliente_188,Masculino,44,monterrey
Cliente_771,Femenino,45,guadalajara
Cliente_1587,Femenino,21,TUXTLA GUTIÉRREZ
Cliente_1748,Masculino,22,LEÓN
Cliente_747,Masculino,21,TUXTLA GUTIÉRREZ
Cliente_170,Femenino,41,MÉRIDA
Cliente_67,Masculino,61,Cancún
Cliente_1250,Masculino,36,TIJUANA
Cliente_650,Femenino,52,Cancún
Cliente_1714,Femenino,26,MÉRIDA
Cliente_752,Masculino,34,CANCÚN
Cliente_158,Masculino,53,Cancún
Cliente_1644,Femenino,23,León
Cliente_219,Femenino,52,mérida
Cliente_1137,Masculino,33,LEÓN
Cliente_1020,Femenino,47,GUADALAJARA
Cliente_1748,Masculino,22,León
Cliente_751,Femenino,37,TUXTLA GUTIÉRREZ
Cliente_101,Masculino,18,mérida
Cliente_734,Femenino,29,león
Cliente_248,Masculino,23,Monterrey
Cliente_1471,Masculino,34,TUXTLA GUTIÉRREZ
Cliente_312,Masculino,44,ciudad de méxico
Cliente_634,Femenino,31,GUADALAJARA
Cliente_1392,Femenino,61,tijuana
Cliente_63,Masculino,30,Guadalajara
Cliente_844,Femenino,27,tuxtla gutiérrez
Cliente_1743,Femenino,67,MÉRIDA
Cliente_43,Femenino,56,tapachula
Cliente_1577,Femenino,69,LEÓN
Cliente_1919,Masculino,46,Mérida
Cliente_735,Masculino,48,TIJUANA
Cliente_1154,Femenino,58,Tapachula
Cliente_1617,Femenino,35,PUEBLA
Cliente_807,Masculino,45,cancún
Cliente_540,Femenino,53,MONTERREY
Cliente_1048,Masculino,66,GUADALAJARA
Cliente_1555,Masculino,37,PUEBLA
Cliente_866,Femenino,45,Mérida
Cliente_643,Femenino,69,Mérida
Cliente_1601,Masculino,69,LEÓN
Cliente_13,Femenino,23,Mérida
Cliente_519,Masculino,38,guadalajara
Cliente_694,Femenino,26,Monterrey
Cliente_1903,Femenino,30,guadalajara
Cliente_714,Masculino,43,Cancún
Cliente_160,Masculino,55,CIUDAD DE MÉXICO
Cliente_432,Femenino,43,MÉRIDA
Cliente_1534,Masculino,62,puebla
Cliente_75,Femenino,62,GUADALAJARA
Cliente_1198,Masculino,51,puebla
Cliente_494,Masculino,24,cancún
Cliente_77,Masculino,39,ciudad de méxico
Cliente_275,Femenino,69,CIUDAD DE MÉXICO
Cliente_546,Masculino,56,TUXTLA GUTIÉRREZ
Cliente_1193,Masculino,56,PUEBLA
Cliente_1225,Femenino,62,TAPACHULA
Cliente_1542,Femenino,59,Monterrey
Cliente_1951,Femenino,38,Tijuana
Cliente_477,Femenino,39,Puebla
Cliente_452,Femenino,52,Ciudad de México
Cliente_753,Femenino,41,TAPACHULA
Cliente_1387,Masculino,53,León
Cliente_923,Masculino,40,tapachula
Cliente_1656,Femenino,64,Puebla
Cliente_1954,Femenino,32,tuxtla gutiérrez
Cliente_1846,Femenino,68,tijuana
Cliente_1095,Femenino,34,MÉRIDA
Cliente_184,Masculino,47,Tapachula
Cliente_1673,Femenino,25,león
Cliente_1092,Masculino,69,tuxtla gutiérrez
Cliente_293,Femenino,52,monterrey
Cliente_336,Masculino,21,mérida
Cliente_1987,Femenino,32,Mérida
Cliente_636,Masculino,48,CANCÚN
Cliente_564,Femenino,34,puebla
Cliente_137,Femenino,46,cancún
Cliente_1099,Masculino,25,TAPACHULA
Cliente_470,Femenino,30,tapachula
Cliente_1644,Femenino,23,león
Cliente_231,Femenino,51,Monterrey
Cliente_1301,Femenino,61,CIUDAD DE MÉXICO
Cliente_1878,Masculino,67,Tapachula
Cliente_508,Femenino,21,Guadalajara
Cliente_647,Femenino,50,TIJUANA
Cliente_1899,Femenino,29,TIJUANA
Cliente_895,Masculino,61,Tapachula
Cliente_892,Masculino,40,Monterrey
Cliente_436,Femenino,24,puebla
Cliente_1516,Femenino,53,Cancún
Cliente_284,Femenino,23,monterrey
Cliente_1524,Masculino,39,mérida
Cliente_1055,Femenino,19,TAPACHULA
Cliente_490,Femenino,59,monterrey
Cliente_216,Femenino,18,Monterrey
Cliente_595,Femenino,52,guadalajara
Cliente_790,Femenino,27,MÉRIDA
Cliente_1637,Femenino,26,TAPACHULA
Cliente_155,Femenino,28,tijuana
Cliente_343,Femenino,28,Mérida
Cliente_728,Masculino,30,CANCÚN
Cliente_168,Femenino,66,TAPACHULA
Cliente_1005,Masculino,43,Tijuana
Cliente_335,Masculino,43,tapachula
Cliente_1556,Masculino,66,CANCÚN
Cliente_61,Masculino,47,guadalajara
Cliente_1592,Femenino,22,Mérida
Cliente_21,Masculino,51,Mérida
Cliente_463,Masculino,21,monterrey
Cliente_1767,Masculino,47,PUEBLA
Cliente_1845,Masculino,22,TUXTLA GUTIÉRREZ
Cliente_1970,Femenino,48,puebla
Cliente_680,Femenino,35,tuxtla gutiérrez
Cliente_1810,Masculino,70,puebla
Cliente_711,Masculino,56,CIUDAD DE MÉXICO
Cliente_806,Masculino,30,Tuxtla Gutiérrez
Cliente_780,Femenino,30,Tuxtla Gutiérrez
Cliente_855,Masculino,47,Puebla
Cliente_1303,Masculino,41,MONTERREY
Cliente_232,Femenino,46,MÉRIDA
