id_venta,producto,categoria,marca,cliente,genero,edad,ciudad_cliente,sucursal,ciudad_sucursal,estado,fecha,cantidad,precio,total
33010,Producto_30,Electrónica,HomePro,Cliente_981,Femenino,28,cancún,Sucursal_7,ciudad de méxico,CDMX,2023-03-27,1,17532,17532
33011,Producto_12,Tecnología,TechBrand,Cliente_1258,Masculino,67,Cancún,Sucursal_10,MONTERREY,Nuevo León,2024-08-24,4,5082,20328
33012,Producto_18,Deportes,FitLife,Cliente_1444,Masculino,49,Tuxtla Gutiérrez,Sucursal_6,León,Guanajuato,2025-04-04,4,1389,5556
33013,Producto_88,Tecnología,FitLife,Cliente_931,Masculino,41,Monterrey,Sucursal_2,Mérida,Yucatán,2024-10-31,5,6668,33340
33014,Producto_92,Tecnología,Nova,Cliente_1873,Masculino,31,MÉRIDA,Sucursal_14,puebla,Puebla,2023-09-11,4,14115,56460
33015,Producto_85,Ropa,TechBrand,Cliente_176,Femenino,39,Puebla,Sucursal_5,TIJUANA,Baja California,2024-10-05,2,1087,2174
33016,Producto_41,Accesorios,TechBrand,Cliente_1753,Masculino,52,LEÓN,Sucursal_8,Puebla,Puebla,2024-04-17,3,1254,3762
33017,Producto_33,Tecnología,ComfortPlus,Cliente_313,Femenino,20,cancún,Sucursal_8,PUEBLA,Puebla,2025-05-27,5,14882,74410
33018,Producto_100,Electrónica,TechBrand,Cliente_732,Femenino,23,tapachula,Sucursal_6,LEÓN,Guanajuato,2025-10-04,1,15108,15108
33019,Producto_91,Hogar,Omega,Cliente_670,Femenino,27,Mérida,Sucursal_8,puebla,Puebla,2023-03-25,5,1833,9165
33020,Producto_77,Tecnología,Alpha,Cliente_294,Masculino,32,mérida,Sucursal_11,PUEBLA,Puebla,2025-11-17,5,3096,15480
33021,Producto_49,Deportes,HomePro,Cliente_497,Femenino,21,tuxtla gutiérrez,Sucursal_14,puebla,Puebla,2024-10-29,5,1186,5930
33022,Producto_1,Tecnología,Omega,Cliente_1437,Femenino,67,TUXTLA GUTIÉRREZ,Sucursal_6,león,Guanajuato,2024-07-17,1,4781,4781
33023,Producto_100,Electrónica,TechBrand,Cliente_526,Masculino,43,LEÓN,Sucursal_6,León,Guanajuato,2025-02-06,5,11255,56275
33024,Producto_23,Accesorios,Nova,Cliente_1763,Femenino,68,TIJUANA,Sucursal_2,MÉRIDA,Yucatán,2025-01-30,5,744,3720
33025,Producto_75,Accesorios,UrbanStyle,Cliente_1539,Masculino,33,LEÓN,Sucursal_11,Puebla,Puebla,2023-07-23,3,1467,4401
33026,Producto_17,Hogar,FitLife,Cliente_322,Masculino,24,león,Sucursal_1,MONTERREY,Nuevo León,2025-02-11,5,719,3595
33027,Producto_6,Tecnología,Omega,Cliente_879,Femenino,50,CANCÚN,Sucursal_14,Puebla,Puebla,2025-10-16,3,3567,10701
33028,Producto_29,Hogar,NextGen,Cliente_144,Femenino,64,GUADALAJARA,Sucursal_14,puebla,Puebla,2024-04-17,3,640,1920
33029,Producto_59,Electrónica,TechBrand,Cliente_969,Femenino,64,guadalajara,Sucursal_5,Tijuana,Baja California,2024-05-29,3,5381,16143
33030,Producto_67,Electrónica,TechBrand,Cliente_1104,Masculino,70,cancún,Sucursal_11,puebla,Puebla,2025-01-06,2,7139,14278
33031,Producto_35,Deportes,FitLife,Cliente_741,Femenino,46,tijuana,Sucursal_11,Puebla,Puebla,2023-12-08,4,2433,9732
33032,Producto_23,Accesorios,Nova,Cliente_779,Femenino,31,León,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2025-02-01,5,347,1735
33033,Producto_70,Tecnología,NextGen,Cliente_1142,Masculino,61,CIUDAD DE MÉXICO,Sucursal_8,PUEBLA,Puebla,2025-09-23,1,5323,5323
33034,Producto_51,Ropa,HomePro,Cliente_1289,Masculino,36,TIJUANA,Sucursal_12,GUADALAJARA,Jalisco,2023-10-11,5,1134,5670
33035,Producto_63,Muebles,HomePro,Cliente_1957,Femenino,33,CANCÚN,Sucursal_12,guadalajara,Jalisco,2023-03-18,1,1807,1807
33036,Producto_26,Electrónica,Omega,Cliente_1010,Masculino,34,mérida,Sucursal_1,Monterrey,Nuevo León,2024-07-20,4,11623,46492
33037,Producto_35,Deportes,FitLife,Cliente_82,Femenino,43,Puebla,Sucursal_8,Puebla,Puebla,2024-12-04,3,696,2088
33038,Producto_24,Deportes,HomePro,Cliente_981,Femenino,28,CANCÚN,Sucursal_4,mérida,Yucatán,2025-01-02,3,2315,6945
33039,Producto_23,Accesorios,Nova,Cliente_872,Femenino,57,PUEBLA,Sucursal_6,león,Guanajuato,2023-03-27,1,1052,1052
33040,Producto_99,Deportes,ComfortPlus,Cliente_6,Femenino,68,LEÓN,Sucursal_12,Guadalajara,Jalisco,2025-03-10,2,1542,3084
33041,Producto_84,Ropa,Alpha,Cliente_85,Femenino,33,MONTERREY,Sucursal_12,guadalajara,Jalisco,2024-02-06,3,225,675
33042,Producto_92,Tecnología,Nova,Cliente_512,Femenino,54,TUXTLA GUTIÉRREZ,Sucursal_5,tijuana,Baja California,2025-10-03,3,9931,29793
33043,Producto_75,Accesorios,UrbanStyle,Cliente_1875,Femenino,59,Tuxtla Gutiérrez,Sucursal_14,Puebla,Puebla,2025-11-24,1,467,467
33044,Producto_73,Hogar,TechBrand,Cliente_744,Masculino,69,tijuana,Sucursal_7,ciudad de méxico,CDMX,2024-02-25,3,3975,11925
33045,Producto_51,Ropa,HomePro,Cliente_1899,Femenino,29,tijuana,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-06-02,3,550,1650
33046,Producto_62,Tecnología,HomePro,Cliente_1397,Masculino,21,tapachula,Sucursal_11,Puebla,Puebla,2025-07-29,1,9793,9793
33047,Producto_39,Ropa,NextGen,Cliente_84,Femenino,59,TUXTLA GUTIÉRREZ,Sucursal_15,Mérida,Yucatán,2023-01-02,1,1683,1683
33048,Producto_79,Tecnología,FitLife,Cliente_1654,Masculino,21,mérida,Sucursal_1,MONTERREY,Nuevo León,2023-05-28,5,10228,51140
33049,Producto_61,Electrónica,NextGen,Cliente_896,Femenino,55,tapachula,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-09-12,1,12909,12909
33050,Producto_92,Tecnología,Nova,Cliente_1355,Femenino,44,cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-03-24,5,11067,55335
33051,Producto_14,Electrónica,Nova,Cliente_1978,Femenino,46,Mérida,Sucursal_11,PUEBLA,Puebla,2023-09-03,2,14378,28756
33052,Producto_73,Hogar,TechBrand,Cliente_969,Femenino,64,GUADALAJARA,Sucursal_3,monterrey,Nuevo León,2024-07-10,5,2904,14520
33053,Producto_48,Deportes,Alpha,Cliente_989,Femenino,29,Ciudad de México,Sucursal_10,MONTERREY,Nuevo León,2023-04-19,4,360,1440
33054,Producto_88,Tecnología,FitLife,Cliente_726,Masculino,51,Ciudad de México,Sucursal_12,Guadalajara,Jalisco,2024-01-28,3,9547,28641
33055,Producto_89,Muebles,NextGen,Cliente_1767,Masculino,47,PUEBLA,Sucursal_12,guadalajara,Jalisco,2024-07-21,3,4319,12957
33056,Producto_21,Hogar,ComfortPlus,Cliente_320,Masculino,32,TAPACHULA,Sucursal_4,mérida,Yucatán,2023-09-01,3,721,2163
33057,Producto_49,Deportes,HomePro,Cliente_1378,Femenino,53,cancún,Sucursal_1,monterrey,Nuevo León,2023-01-20,5,2212,11060
33058,Producto_65,Muebles,Alpha,Cliente_1108,Masculino,32,GUADALAJARA,Sucursal_10,MONTERREY,Nuevo León,2024-03-14,3,1625,4875
33059,Producto_9,Accesorios,UrbanStyle,Cliente_237,Masculino,18,cancún,Sucursal_8,Puebla,Puebla,2025-07-04,1,712,712
33060,Producto_62,Tecnología,HomePro,Cliente_993,Femenino,26,GUADALAJARA,Sucursal_4,mérida,Yucatán,2023-07-08,1,5976,5976
33061,Producto_9,Accesorios,UrbanStyle,Cliente_181,Femenino,47,cancún,Sucursal_3,MONTERREY,Nuevo León,2024-08-03,5,738,3690
33062,Producto_94,Muebles,NextGen,Cliente_1839,Masculino,18,ciudad de méxico,Sucursal_12,GUADALAJARA,Jalisco,2025-08-24,5,3086,15430
33063,Producto_20,Hogar,Omega,Cliente_505,Femenino,52,tuxtla gutiérrez,Sucursal_3,monterrey,Nuevo León,2025-01-08,4,501,2004
33064,Producto_51,Ropa,HomePro,Cliente_1518,Femenino,49,MONTERREY,Sucursal_1,monterrey,Nuevo León,2023-08-16,2,277,554
33065,Producto_52,Tecnología,Omega,Cliente_974,Masculino,51,MONTERREY,Sucursal_3,monterrey,Nuevo León,2024-09-04,5,7729,38645
33066,Producto_21,Hogar,ComfortPlus,Cliente_426,Femenino,39,PUEBLA,Sucursal_3,Monterrey,Nuevo León,2024-05-26,5,3653,18265
33067,Producto_83,Hogar,Alpha,Cliente_271,Masculino,25,Tuxtla Gutiérrez,Sucursal_3,Monterrey,Nuevo León,2024-04-01,3,1665,4995
33068,Producto_76,Ropa,Alpha,Cliente_1899,Femenino,29,tijuana,Sucursal_2,MÉRIDA,Yucatán,2025-09-11,2,738,1476
33069,Producto_92,Tecnología,Nova,Cliente_706,Masculino,25,MÉRIDA,Sucursal_4,MÉRIDA,Yucatán,2024-05-03,2,12904,25808
33070,Producto_57,Deportes,Nova,Cliente_53,Femenino,23,tapachula,Sucursal_4,Mérida,Yucatán,2023-07-10,4,1853,7412
33071,Producto_44,Accesorios,Nova,Cliente_21,Masculino,51,Mérida,Sucursal_4,Mérida,Yucatán,2023-04-18,2,1136,2272
33072,Producto_16,Accesorios,FitLife,Cliente_1781,Masculino,57,Monterrey,Sucursal_10,MONTERREY,Nuevo León,2025-09-09,2,124,248
33073,Producto_79,Tecnología,FitLife,Cliente_1243,Masculino,23,Mérida,Sucursal_3,monterrey,Nuevo León,2024-11-15,5,8956,44780
33074,Producto_91,Hogar,Omega,Cliente_1598,Masculino,20,Cancún,Sucursal_12,Guadalajara,Jalisco,2023-12-10,5,3611,18055
33075,Producto_96,Muebles,Alpha,Cliente_1930,Femenino,32,PUEBLA,Sucursal_5,tijuana,Baja California,2025-06-23,1,6621,6621
33076,Producto_53,Tecnología,UrbanStyle,Cliente_1190,Masculino,22,PUEBLA,Sucursal_4,Mérida,Yucatán,2025-09-11,5,11280,56400
33077,Producto_45,Ropa,FitLife,Cliente_1671,Masculino,54,ciudad de méxico,Sucursal_1,MONTERREY,Nuevo León,2025-04-28,4,1727,6908
33078,Producto_83,Hogar,Alpha,Cliente_842,Masculino,21,MONTERREY,Sucursal_13,LEÓN,Guanajuato,2023-10-25,1,1632,1632
33079,Producto_5,Deportes,FitLife,Cliente_558,Femenino,26,León,Sucursal_12,guadalajara,Jalisco,2025-11-03,3,1488,4464
33080,Producto_21,Hogar,ComfortPlus,Cliente_1386,Masculino,66,LEÓN,Sucursal_8,PUEBLA,Puebla,2024-12-06,4,1838,7352
33081,Producto_84,Ropa,Alpha,Cliente_1878,Masculino,67,tapachula,Sucursal_12,guadalajara,Jalisco,2025-12-15,4,545,2180
33082,Producto_8,Ropa,Nova,Cliente_1160,Masculino,39,CIUDAD DE MÉXICO,Sucursal_10,monterrey,Nuevo León,2024-09-25,5,925,4625
33083,Producto_72,Muebles,UrbanStyle,Cliente_1865,Masculino,57,CIUDAD DE MÉXICO,Sucursal_6,León,Guanajuato,2023-12-25,2,4659,9318
33084,Producto_95,Tecnología,Nova,Cliente_956,Masculino,37,Tuxtla Gutiérrez,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-03-11,1,6958,6958
33085,Producto_69,Tecnología,Omega,Cliente_3,Femenino,69,Tuxtla Gutiérrez,Sucursal_15,mérida,Yucatán,2024-11-16,4,11523,46092
33086,Producto_3,Electrónica,ComfortPlus,Cliente_387,Masculino,53,mérida,Sucursal_5,TIJUANA,Baja California,2024-09-01,5,13636,68180
33087,Producto_43,Electrónica,Omega,Cliente_1334,Masculino,48,tijuana,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-02-15,4,19594,78376
33088,Producto_78,Hogar,HomePro,Cliente_838,Masculino,49,monterrey,Sucursal_1,Monterrey,Nuevo León,2024-02-12,1,1855,1855
33089,Producto_85,Ropa,TechBrand,Cliente_1856,Masculino,59,León,Sucursal_14,puebla,Puebla,2025-04-01,3,797,2391
33090,Producto_50,Accesorios,HomePro,Cliente_1976,Masculino,65,tuxtla gutiérrez,Sucursal_8,PUEBLA,Puebla,2023-07-29,4,158,632
33091,Producto_40,Deportes,Alpha,Cliente_1268,Masculino,45,león,Sucursal_13,LEÓN,Guanajuato,2025-02-11,5,569,2845
33092,Producto_27,Muebles,ComfortPlus,Cliente_164,Masculino,57,ciudad de méxico,Sucursal_12,GUADALAJARA,Jalisco,2025-07-09,4,2647,10588
33093,Producto_43,Electrónica,Omega,Cliente_1274,Masculino,23,tapachula,Sucursal_11,Puebla,Puebla,2024-07-13,4,18628,74512
33094,Producto_40,Deportes,Alpha,Cliente_346,Masculino,69,Cancún,Sucursal_12,guadalajara,Jalisco,2023-07-11,5,2600,13000
33095,Producto_37,Ropa,HomePro,Cliente_726,Masculino,51,Ciudad de México,Sucursal_4,MÉRIDA,Yucatán,2024-02-23,2,1676,3352
33096,Producto_52,Tecnología,Omega,Cliente_1156,Femenino,60,Tijuana,Sucursal_10,MONTERREY,Nuevo León,2025-06-17,5,7712,38560
33097,Producto_78,Hogar,HomePro,Cliente_427,Femenino,28,tapachula,Sucursal_1,monterrey,Nuevo León,2024-06-30,2,2835,5670
33098,Producto_16,Accesorios,FitLife,Cliente_1275,Femenino,61,LEÓN,Sucursal_15,MÉRIDA,Yucatán,2025-07-08,3,894,2682
33099,Producto_76,Ropa,Alpha,Cliente_1390,Masculino,48,Tapachula,Sucursal_3,monterrey,Nuevo León,2023-11-23,4,461,1844
33100,Producto_32,Hogar,Alpha,Cliente_282,Masculino,50,tuxtla gutiérrez,Sucursal_8,PUEBLA,Puebla,2023-07-09,2,1115,2230
33101,Producto_99,Deportes,ComfortPlus,Cliente_1096,Femenino,22,CIUDAD DE MÉXICO,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-06-25,1,1894,1894
33102,Producto_92,Tecnología,Nova,Cliente_402,Femenino,49,CIUDAD DE MÉXICO,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-02-09,2,5114,10228
33103,Producto_19,Accesorios,NextGen,Cliente_340,Masculino,59,LEÓN,Sucursal_13,león,Guanajuato,2025-01-20,5,1037,5185
33104,Producto_79,Tecnología,FitLife,Cliente_969,Femenino,64,Guadalajara,Sucursal_11,puebla,Puebla,2023-05-04,5,5601,28005
33105,Producto_10,Accesorios,TechBrand,Cliente_54,Masculino,65,MONTERREY,Sucursal_10,monterrey,Nuevo León,2025-07-07,5,1343,6715
33106,Producto_95,Tecnología,Nova,Cliente_1606,Masculino,44,cancún,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-09-27,3,13622,40866
33107,Producto_79,Tecnología,FitLife,Cliente_104,Femenino,36,MONTERREY,Sucursal_6,León,Guanajuato,2024-08-11,2,4116,8232
33108,Producto_34,Deportes,NextGen,Cliente_832,Masculino,29,CIUDAD DE MÉXICO,Sucursal_2,Mérida,Yucatán,2023-08-11,2,601,1202
33109,Producto_18,Deportes,FitLife,Cliente_1806,Femenino,50,Cancún,Sucursal_11,PUEBLA,Puebla,2024-12-13,1,2067,2067
33110,Producto_94,Muebles,NextGen,Cliente_441,Femenino,62,Tuxtla Gutiérrez,Sucursal_3,Monterrey,Nuevo León,2025-06-09,4,3389,13556
33111,Producto_19,Accesorios,NextGen,Cliente_1198,Masculino,51,PUEBLA,Sucursal_2,MÉRIDA,Yucatán,2025-01-12,1,791,791
33112,Producto_40,Deportes,Alpha,Cliente_1466,Femenino,26,Puebla,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2023-09-08,4,557,2228
33113,Producto_24,Deportes,HomePro,Cliente_386,Masculino,29,tijuana,Sucursal_8,PUEBLA,Puebla,2023-09-11,2,2020,4040
33114,Producto_72,Muebles,UrbanStyle,Cliente_1158,Femenino,53,León,Sucursal_2,Mérida,Yucatán,2025-06-23,3,6232,18696
33115,Producto_87,Tecnología,HomePro,Cliente_1875,Femenino,59,tuxtla gutiérrez,Sucursal_12,GUADALAJARA,Jalisco,2024-05-28,5,3796,18980
33116,Producto_39,Ropa,NextGen,Cliente_130,Masculino,23,CIUDAD DE MÉXICO,Sucursal_2,MÉRIDA,Yucatán,2024-02-08,3,768,2304
33117,Producto_10,Accesorios,TechBrand,Cliente_1382,Femenino,31,Mérida,Sucursal_8,Puebla,Puebla,2023-07-18,1,1218,1218
33118,Producto_82,Ropa,ComfortPlus,Cliente_683,Masculino,52,león,Sucursal_4,mérida,Yucatán,2024-07-01,2,555,1110
33119,Producto_53,Tecnología,UrbanStyle,Cliente_323,Femenino,25,Mérida,Sucursal_5,TIJUANA,Baja California,2025-12-26,4,12898,51592
33120,Producto_86,Electrónica,Nova,Cliente_471,Femenino,55,tijuana,Sucursal_15,mérida,Yucatán,2023-09-16,3,10730,32190
33121,Producto_43,Electrónica,Omega,Cliente_1470,Femenino,25,Cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-12-25,5,5903,29515
33122,Producto_19,Accesorios,NextGen,Cliente_20,Femenino,48,Cancún,Sucursal_11,puebla,Puebla,2025-02-19,3,459,1377
33123,Producto_42,Hogar,FitLife,Cliente_180,Femenino,55,León,Sucursal_3,monterrey,Nuevo León,2024-03-31,1,1523,1523
33124,Producto_26,Electrónica,Omega,Cliente_179,Masculino,29,león,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2024-07-09,3,9565,28695
33125,Producto_85,Ropa,TechBrand,Cliente_1936,Masculino,46,monterrey,Sucursal_6,León,Guanajuato,2024-12-19,5,752,3760
33126,Producto_35,Deportes,FitLife,Cliente_990,Femenino,29,cancún,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2023-05-14,4,2693,10772
33127,Producto_30,Electrónica,HomePro,Cliente_1330,Masculino,31,CIUDAD DE MÉXICO,Sucursal_10,Monterrey,Nuevo León,2023-03-08,1,15987,15987
33128,Producto_72,Muebles,UrbanStyle,Cliente_176,Femenino,39,PUEBLA,Sucursal_12,GUADALAJARA,Jalisco,2024-05-17,5,3619,18095
33129,Producto_31,Deportes,HomePro,Cliente_825,Femenino,24,mérida,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2024-04-21,5,2756,13780
33130,Producto_21,Hogar,ComfortPlus,Cliente_9,Femenino,61,Monterrey,Sucursal_14,PUEBLA,Puebla,2025-11-12,2,4131,8262
33131,Producto_57,Deportes,Nova,Cliente_1173,Femenino,33,Ciudad de México,Sucursal_4,MÉRIDA,Yucatán,2024-11-02,4,1009,4036
33132,Producto_48,Deportes,Alpha,Cliente_1899,Femenino,29,Tijuana,Sucursal_13,LEÓN,Guanajuato,2025-06-23,5,2500,12500
33133,Producto_78,Hogar,HomePro,Cliente_803,Masculino,33,Puebla,Sucursal_1,Monterrey,Nuevo León,2023-03-25,2,3468,6936
33134,Producto_26,Electrónica,Omega,Cliente_268,Femenino,28,Tijuana,Sucursal_2,MÉRIDA,Yucatán,2025-05-25,5,10402,52010
33135,Producto_55,Tecnología,NextGen,Cliente_1507,Femenino,23,CANCÚN,Sucursal_13,León,Guanajuato,2024-07-03,2,8022,16044
33136,Producto_72,Muebles,UrbanStyle,Cliente_1987,Femenino,32,Mérida,Sucursal_4,Mérida,Yucatán,2025-03-02,5,1373,6865
33137,Producto_72,Muebles,UrbanStyle,Cliente_740,Femenino,41,Monterrey,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-11-22,5,3004,15020
33138,Producto_57,Deportes,Nova,Cliente_1982,Masculino,68,Puebla,Sucursal_4,MÉRIDA,Yucatán,2023-08-14,5,1753,8765
33139,Producto_25,Electrónica,Nova,Cliente_1845,Masculino,22,tuxtla gutiérrez,Sucursal_14,puebla,Puebla,2024-01-21,3,19627,58881
33140,Producto_23,Accesorios,Nova,Cliente_1828,Masculino,26,Puebla,Sucursal_2,Mérida,Yucatán,2024-10-02,5,586,2930
33141,Producto_45,Ropa,FitLife,Cliente_527,Femenino,47,tuxtla gutiérrez,Sucursal_5,Tijuana,Baja California,2024-01-13,4,1270,5080
33142,Producto_16,Accesorios,FitLife,Cliente_1104,Masculino,70,cancún,Sucursal_12,Guadalajara,Jalisco,2023-04-21,2,328,656
33143,Producto_44,Accesorios,Nova,Cliente_1362,Femenino,62,PUEBLA,Sucursal_12,GUADALAJARA,Jalisco,2023-09-07,5,1070,5350
33144,Producto_90,Accesorios,ComfortPlus,Cliente_597,Masculino,69,Tapachula,Sucursal_3,monterrey,Nuevo León,2025-10-15,1,-100,615
33145,Producto_33,Tecnología,ComfortPlus,Cliente_89,Femenino,52,cancún,Sucursal_7,ciudad de méxico,CDMX,2023-08-23,3,4455,13365
33146,Producto_50,Accesorios,HomePro,Cliente_1031,Femenino,26,Mérida,Sucursal_10,MONTERREY,Nuevo León,2024-01-18,5,1343,6715
33147,Producto_40,Deportes,Alpha,Cliente_975,Femenino,66,Monterrey,Sucursal_1,monterrey,Nuevo León,2024-09-20,1,1245,1245
33148,Producto_87,Tecnología,HomePro,Cliente_1017,Femenino,68,Mérida,Sucursal_7,ciudad de méxico,CDMX,2024-03-08,2,4626,9252
33149,Producto_4,Muebles,NextGen,Cliente_715,Femenino,43,tijuana,Sucursal_12,Guadalajara,Jalisco,2023-05-28,3,6413,19239
33150,Producto_7,Accesorios,NextGen,Cliente_468,Masculino,32,tapachula,Sucursal_12,Guadalajara,Jalisco,2024-05-13,1,568,568
33151,Producto_45,Ropa,FitLife,Cliente_900,Masculino,44,tijuana,Sucursal_15,MÉRIDA,Yucatán,2023-11-30,2,1910,3820
33152,Producto_21,Hogar,ComfortPlus,Cliente_875,Femenino,30,Ciudad de México,Sucursal_1,Monterrey,Nuevo León,2024-08-14,2,3111,6222
33153,Producto_70,Tecnología,NextGen,Cliente_429,Masculino,20,tapachula,Sucursal_14,PUEBLA,Puebla,2023-09-17,5,9134,45670
33154,Producto_34,Deportes,NextGen,Cliente_1766,Masculino,62,guadalajara,Sucursal_3,monterrey,Nuevo León,2023-06-16,3,903,2709
33155,Producto_76,Ropa,Alpha,Cliente_634,Femenino,31,guadalajara,Sucursal_1,Monterrey,Nuevo León,2024-11-21,1,-100,1309
33156,Producto_38,Tecnología,UrbanStyle,Cliente_1443,Masculino,25,Cancún,Sucursal_6,León,Guanajuato,2023-03-08,3,10274,30822
33157,Producto_87,Tecnología,HomePro,Cliente_874,Femenino,48,guadalajara,Sucursal_13,león,Guanajuato,2025-01-23,2,9073,18146
33158,Producto_78,Hogar,HomePro,Cliente_1616,Masculino,67,Mérida,Sucursal_3,MONTERREY,Nuevo León,2025-08-05,1,1882,1882
33159,Producto_9,Accesorios,UrbanStyle,Cliente_1046,Femenino,39,tijuana,Sucursal_14,Puebla,Puebla,2023-05-12,1,115,115
33160,Producto_47,Accesorios,HomePro,Cliente_1483,Masculino,28,PUEBLA,Sucursal_10,Monterrey,Nuevo León,2025-07-25,1,818,818
33161,Producto_53,Tecnología,UrbanStyle,Cliente_590,Masculino,65,León,Sucursal_13,León,Guanajuato,2025-10-16,5,7519,37595
33162,Producto_98,Muebles,ComfortPlus,Cliente_1846,Femenino,68,Tijuana,Sucursal_14,PUEBLA,Puebla,2023-11-21,5,3450,17250
33163,Producto_80,Tecnología,Nova,Cliente_1844,Masculino,26,MÉRIDA,Sucursal_4,Mérida,Yucatán,2024-01-10,5,4659,23295
33164,Producto_94,Muebles,NextGen,Cliente_743,Masculino,25,Cancún,Sucursal_14,Puebla,Puebla,2025-05-22,3,5254,15762
33165,Producto_15,Deportes,FitLife,Cliente_1570,Masculino,38,cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-06-26,1,-100,828
33166,Producto_32,Hogar,Alpha,Cliente_1048,Masculino,66,GUADALAJARA,Sucursal_13,León,Guanajuato,2025-12-14,1,2249,2249
33167,Producto_8,Ropa,Nova,Cliente_1037,Femenino,51,Puebla,Sucursal_10,monterrey,Nuevo León,2023-01-08,2,1500,3000
33168,Producto_61,Electrónica,NextGen,Cliente_601,Femenino,58,Cancún,Sucursal_8,puebla,Puebla,2023-04-07,1,19898,19898
33169,Producto_88,Tecnología,FitLife,Cliente_1760,Masculino,44,GUADALAJARA,Sucursal_2,Mérida,Yucatán,2023-02-26,4,6390,25560
33170,Producto_32,Hogar,Alpha,Cliente_812,Femenino,26,puebla,Sucursal_5,TIJUANA,Baja California,2023-11-14,2,5000,10000
33171,Producto_34,Deportes,NextGen,Cliente_872,Femenino,57,puebla,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-05-31,4,1187,4748
33172,Producto_12,Tecnología,TechBrand,Cliente_1604,Masculino,34,monterrey,Sucursal_5,tijuana,Baja California,2025-02-02,2,9748,19496
33173,Producto_51,Ropa,HomePro,Cliente_178,Masculino,68,CIUDAD DE MÉXICO,Sucursal_12,Guadalajara,Jalisco,2023-10-26,1,270,270
33174,Producto_99,Deportes,ComfortPlus,Cliente_1128,Masculino,59,mérida,Sucursal_5,Tijuana,Baja California,2024-07-11,3,1127,3381
33175,Producto_50,Accesorios,HomePro,Cliente_1162,Femenino,28,TAPACHULA,Sucursal_4,MÉRIDA,Yucatán,2025-07-07,3,1167,3501
33176,Producto_9,Accesorios,UrbanStyle,Cliente_1239,Masculino,68,MONTERREY,Sucursal_7,ciudad de méxico,CDMX,2025-12-07,5,365,1825
33177,Producto_43,Electrónica,Omega,Cliente_4,Femenino,41,CANCÚN,Sucursal_2,MÉRIDA,Yucatán,2024-07-08,3,14382,43146
33178,Producto_47,Accesorios,HomePro,Cliente_630,Masculino,33,tapachula,Sucursal_4,mérida,Yucatán,2025-02-24,4,1427,5708
33179,Producto_21,Hogar,ComfortPlus,Cliente_696,Masculino,55,cancún,Sucursal_5,TIJUANA,Baja California,2024-03-16,2,1783,3566
33180,Producto_79,Tecnología,FitLife,Cliente_667,Masculino,65,puebla,Sucursal_2,MÉRIDA,Yucatán,2023-10-24,2,10555,21110
33181,Producto_44,Accesorios,Nova,Cliente_1079,Masculino,67,león,Sucursal_1,Monterrey,Nuevo León,2025-04-26,1,1155,1155
33182,Producto_98,Muebles,ComfortPlus,Cliente_1867,Femenino,58,puebla,Sucursal_2,mérida,Yucatán,2024-01-17,5,6106,30530
33183,Producto_74,Tecnología,TechBrand,Cliente_886,Femenino,45,TUXTLA GUTIÉRREZ,Sucursal_5,Tijuana,Baja California,2023-07-08,3,8774,26322
33184,Producto_2,Accesorios,NextGen,Cliente_1116,Masculino,24,Tuxtla Gutiérrez,Sucursal_7,ciudad de méxico,CDMX,2023-09-29,5,690,3450
33185,Producto_77,Tecnología,Alpha,Cliente_984,Femenino,37,Tuxtla Gutiérrez,Sucursal_13,león,Guanajuato,2023-12-12,0,11587,11587
33186,Producto_83,Hogar,Alpha,Cliente_1557,Masculino,52,GUADALAJARA,Sucursal_3,monterrey,Nuevo León,2025-12-05,4,4258,17032
33187,Producto_55,Tecnología,NextGen,Cliente_816,Masculino,20,Ciudad de México,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-06-13,3,3271,9813
33188,Producto_21,Hogar,ComfortPlus,Cliente_1283,Femenino,49,MONTERREY,Sucursal_2,Mérida,Yucatán,2023-03-20,1,3382,3382
33189,Producto_40,Deportes,Alpha,Cliente_517,Masculino,63,guadalajara,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-05-07,3,2350,7050
33190,Producto_27,Muebles,ComfortPlus,Cliente_1179,Masculino,62,tuxtla gutiérrez,Sucursal_13,LEÓN,Guanajuato,2023-08-20,1,1284,1284
